@ HyperIMU - ianovir
@ Date:Thu Jun 11 17:08:32 GMT+02:00 2020, Sampling Rate:20ms

timestamp,Samsung_Rotation_Vector.x,Samsung_Rotation_Vector.y,Samsung_Rotation_Vector.z,Linear_Acceleration_Sensor.x,Linear_Acceleration_Sensor.y,Linear_Acceleration_Sensor.z
1591888134904,-0.703007,-0.36053,0.435456,5.151063,8.42999,1.3178592
1591888134925,-0.689492,-0.382581,0.445032,4.073389,6.637454,1.0594383
1591888134946,-0.673603,-0.408452,0.45966,2.316245,4.739759,-0.6471424
1591888134972,-0.649607,-0.448003,0.487493,-2.0693758,0.3248644,-0.2727213
1591888135000,-0.636539,-0.466393,0.508478,-5.7968845,-3.755414,1.5303319
1591888135022,-0.625743,-0.460733,0.544307,-7.8432307,-10.809023,-3.8534834
1591888135051,-0.620417,-0.448475,0.567211,-4.6399426,-7.5031185,-6.4313188
1591888135058,-0.617975,-0.45219,0.566487,-4.7675447,-5.744137,-5.2829375
1591888135086,-0.619942,-0.45676,0.552913,-5.4808183,-5.6663294,-2.053122
1591888135109,-0.61896,-0.450322,0.540577,-2.872871,-6.746521,-4.4469275
1591888135131,-0.616201,-0.447111,0.531046,-5.183278,-7.8131456,-3.097807
1591888135152,-0.616063,-0.446269,0.516912,-3.6691172,-7.097027,-1.0352703
1591888135178,-0.616805,-0.444948,0.502651,-0.24007726,-5.720561,0.9324634
1591888135202,-0.608963,-0.446853,0.488375,1.9551202,-3.3646908,1.8738303
1591888135229,-0.589417,-0.457277,0.483852,7.008519,1.0457516,-4.4606447
1591888135250,-0.580552,-0.46499,0.475427,7.1050267,2.7227116,-2.3960414
1591888135277,-0.576424,-0.473551,0.461923,5.979256,4.4988256,-0.42867506
1591888135298,-0.569683,-0.489157,0.453892,4.385753,5.7669725,0.8493513
1591888135321,-0.550385,-0.525153,0.453866,2.3493214,7.5335493,2.6499043
1591888135339,-0.533937,-0.549556,0.456773,1.4228767,8.535766,2.9868712
1591888135359,-0.520444,-0.568267,0.464368,0.6095841,9.2534485,3.2042542
1591888135382,-0.50743,-0.583907,0.472892,-0.07663433,9.475045,3.759814
1591888135403,-0.49489,-0.596652,0.480902,-1.622564,9.72133,2.8746307
1591888135431,-0.481677,-0.609598,0.488285,-9.838044,6.868021,-0.124863625
1591888135457,-0.481308,-0.61501,0.492596,-10.662639,1.4286757,4.2312346
1591888135480,-0.501361,-0.59352,0.527594,-5.165409,-6.189107,-1.4368005
1591888135502,-0.511733,-0.581737,0.542474,-6.8651257,-12.609974,-1.7680789
1591888135528,-0.51886,-0.583668,0.541345,-6.29612,-11.8289385,2.765728
1591888135548,-0.523455,-0.59232,0.53372,-4.243639,-1.5510607,3.6913135
1591888135572,-0.529421,-0.592936,0.531993,-3.7875752,0.007920265,2.1600223
1591888135594,-0.533291,-0.582268,0.54035,1.3440089,0.7443695,0.55822754
1591888135621,-0.533523,-0.574737,0.547964,1.0586014,-2.0990448,-1.3412707
1591888135645,-0.530232,-0.574958,0.55145,-3.627988,-8.275824,1.2550895
1591888135669,-0.518128,-0.567502,0.572834,-4.1147113,-5.48878,0.3171878
1591888135694,-0.51265,-0.559622,0.583563,-3.897268,-0.70039463,-1.4162976
1591888135719,-0.513021,-0.552716,0.588239,-0.66122794,-0.52750206,-0.81727445
1591888135741,-0.515327,-0.546267,0.591009,2.9114406,-0.2539053,0.39031965
1591888135768,-0.509589,-0.545367,0.593755,2.396062,1.3176928,1.0386345
1591888135787,-0.506424,-0.54562,0.595076,2.2651463,2.3586144,0.6769055
1591888135813,-0.495694,-0.546185,0.599911,0.8168726,4.3450055,-0.613682
1591888135838,-0.488554,-0.546847,0.603125,-0.7068641,4.826633,-0.8402775
1591888135861,-0.482339,-0.547248,0.606475,-1.0671422,4.9503975,-0.34426934
1591888135886,-0.482696,-0.546994,0.607026,-0.39716077,4.7218156,0.41602105
1591888135909,-0.491601,-0.545354,0.601049,-1.0506339,2.4981928,1.73143
1591888135930,-0.500909,-0.541375,0.595837,-1.2267113,-1.2370081,1.7655613
1591888135953,-0.509886,-0.536278,0.592305,-0.019806623,-3.353506,1.0600554
1591888135979,-0.516584,-0.533948,0.59073,-0.32073665,-2.7514296,1.7325902
1591888135995,-0.519663,-0.535638,0.593008,-0.44055724,-0.7162285,1.8689294
1591888136023,-0.523173,-0.541387,0.599952,1.237747,0.39650345,1.5976748
1591888136048,-0.5272,-0.546759,0.600325,0.80420685,0.6689749,3.1217148
1591888136071,-0.531404,-0.555758,0.59695,2.9295003,1.154243,5.110714
1591888136095,-0.520628,-0.559662,0.607345,3.1074274,-1.3345528,2.8285007
1591888136119,-0.489752,-0.563393,0.637277,-2.0766082,-5.6343174,-5.185686
