@ HyperIMU - ianovir
@ Date:Thu Jun 11 21:35:56 GMT+02:00 2020, Sampling Rate:20ms

linear_Acceleration.x,linear_Acceleration.y,linear_Acceleration.z,rotation_Vector.x,rotation_Vector.y,rotation_Vector.z
0.3048,0.2496,0.4046,0.041943,-0.895194,0.392032
0.34559998,0.24679999,0.3827,0.040838,-0.895178,0.391667
0.3383,0.26389998,0.3807,0.039613,-0.895177,0.391279
0.2996,0.2516,0.39679998,0.03869,-0.895118,0.39099
0.3006,0.23959999,0.4032,0.03778,-0.895059,0.390718
0.3019,0.2564,0.3712,0.036927998,-0.895022,0.390405
0.3057,0.2834,0.3798,0.036028,-0.895023,0.390081
0.2809,0.2715,0.3884,0.035025,-0.895028,0.38975
0.2128,0.20989999,0.3981,0.033815,-0.894794,0.389471
0.1811,0.21849999,0.339,0.03293,-0.894821,0.389197
0.26729998,0.21689999,0.3002,0.031886,-0.89487,0.388852
0.2538,0.2351,0.33859998,0.03081,-0.894882,0.388528
0.1998,0.26229998,0.3376,0.029852,-0.894887,0.388193
0.1937,0.2302,0.31689999,0.029109,-0.89488,0.387884
0.24859999,0.2268,0.2787,0.028267,-0.894938,0.387478
0.20799999,0.3028,0.3297,0.027285,-0.895022,0.387073
0.0477,0.5171,0.5545,0.026137,-0.895037,0.386723
4.9999997E-4,0.59529996,0.5689,0.025133,-0.894915,0.386543
0.2412,0.2674,0.29479998,0.023858,-0.894687,0.386661
0.2444,0.0046,0.0256,0.021825999,-0.89461297,0.386864
0.122999996,0.024899999,0.061499998,0.021685,-0.89452,0.386918
-0.0030999999,0.16579999,0.2839,0.020417,-0.894459,0.386844
0.0069999998,0.2245,0.3712,0.017936,-0.894206,0.386908
0.0705,0.13159999,0.4107,0.016358,-0.893965,0.38693
0.16229999,0.1173,0.39049998,0.014718,-0.893696,0.386953
0.2419,0.21949999,0.4385,0.0132369995,-0.893412,0.386957
0.32709998,0.22369999,0.5326,0.011938,-0.893036,0.387044
0.3536,0.269,0.59499997,0.010742,-0.892595,0.387292
0.3356,0.3367,0.5593,0.009913,-0.892144,0.387791
0.2313,0.48819998,0.5901,0.009234,-0.89135,0.38878798
0.18599999,0.4878,0.5693,0.008765,-0.891319,0.389207
0.094399996,0.44689998,0.5822,0.008193,-0.890853,0.390293
-0.033299997,0.56369996,0.8602,0.007362,-0.889553,0.39284799
-0.1275,0.8059,1.1333,0.006192,-0.888394,0.395136
-0.110599995,0.4044,0.68299997,0.005212,-0.887016,0.398346
0.59529996,-0.6748,-0.1521,0.004449,-0.885563,0.40214399
1.1037999,-0.8243,-0.4499,0.004707,-0.884611,0.404765
0.383,-0.22109999,-0.6344,0.006152,-0.884372,0.406096
0.077199996,-0.1516,-0.4236,0.008202,-0.884494,0.406606
-0.0075999997,0.057,-0.41689998,0.009797,-0.884955,0.40583
-0.12979999,0.3506,-0.3112,0.011089,-0.885723,0.404087
-0.1714,0.41079998,-0.15269999,0.011835,-0.886607,0.401709
-0.1636,0.33179998,0.0791,0.012114,-0.88735,0.399181
-0.1556,0.26659998,0.338,0.012022,-0.887744,0.396955
-0.1686,0.296,0.4894,0.011727,-0.887873,0.39516
-0.14549999,0.3214,0.56,0.011158,-0.887935,0.393653
-0.1416,0.3416,0.593,0.010489,-0.887987,0.391979
-0.1686,0.3455,0.5793,0.010207,-0.888221,0.391313
-0.2109,0.2581,0.5778,0.009488,-0.888467,0.390502
-0.31399998,0.110599995,0.509,0.007776,-0.888478,0.390568
-0.2856,0.0336,0.3863,0.006872,-0.888623,0.390345
0.1108,0.0211,0.3275,0.004825,-0.888356,0.390882
0.26,0.22129999,0.3635,0.003493,-0.888271,0.390791
0.3822,0.3002,0.3296,0.002528,-0.888143,0.390616
0.4529,0.37669998,0.3163,0.001713,-0.888045,0.390326
0.4184,0.45119998,0.327,8.68E-4,-0.888074,0.389853
0.24749999,0.4655,0.3303,9.9E-5,-0.888168,0.389294
0.1426,0.37379998,0.2974,-7.0699997E-4,-0.88835,0.388797
-0.0066,0.37269998,0.373,-0.001666,-0.888549,0.38838398
-0.1946,0.4332,0.47529998,-0.002538,-0.888666,0.388185
-0.3003,0.37379998,0.5123,-0.003721,-0.8886,0.388423
-0.1575,0.088199995,0.3644,-0.00524,-0.888287,0.3892
0.0799,-0.16589999,0.2113,-0.006529,-0.887825,0.39022
0.2023,-0.16579999,-0.0369,-0.00766,-0.887443,0.391208
0.2462,-0.0633,2.0E-4,-0.008178,-0.887381,0.391353
0.0933,0.014099999,-0.0053,-0.00865,-0.887498,0.391114
0.0179,0.14469999,0.0245,-0.00893,-0.88779,0.39053
0.0072999997,0.22119999,0.048,-0.009217,-0.88818,0.389601
0.0243,0.1969,0.0536,-0.009726,-0.888618,0.388436
0.075399995,0.2488,0.166,-0.01055,-0.889019,0.387069
0.0805,0.33789998,0.32479998,-0.011586,-0.889342,0.385552
0.0995,0.2911,0.4552,-0.012826,-0.889409,0.383577
0.0725,0.2103,0.4567,-0.013621,-0.889439,0.382629
0.0622,0.2047,0.43359998,-0.014027,-0.889613,0.382118
-0.0905,0.1733,0.3868,-0.014455,-0.88967,0.381281
-0.122999996,0.0708,0.2819,-0.014378,-0.889759,0.381006
-0.1127,0.067999996,0.1973,-0.014212,-0.889864,0.380849
-0.162,0.1818,0.2703,-0.0140039995,-0.889992,0.380634
-0.18869999,0.2471,0.3155,-0.0141549995,-0.890161,0.380329
-0.13409999,0.254,0.2642,-0.014553,-0.89037,0.379963
-0.0053,0.2135,0.21759999,-0.014976,-0.890434,0.379742
0.0841,0.23099999,0.2602,-0.015769,-0.890516,0.379362
0.1004,0.199,0.19929999,-0.017066,-0.890715,0.378761
0.1795,0.15619999,0.1255,-0.017642,-0.890837,0.378338
0.1087,0.2181,0.22989999,-0.017973,-0.89101,0.377782
-0.0892,0.3186,0.3548,-0.01833,-0.891209,0.37717
-0.1467,0.3732,0.4096,-0.018714,-0.891366,0.376755
-0.096599996,0.29639998,0.4085,-0.019155,-0.891325,0.376738
-0.047599997,0.17449999,0.3627,-0.019778,-0.891124,0.376963
0.031799998,0.1127,0.2478,-0.020588,-0.890904,0.377206
0.1205,0.088999994,0.2022,-0.02142,-0.890702,0.377378
0.1573,0.1812,0.3233,-0.022351,-0.89049697,0.377409
0.1802,0.17369999,0.3452,-0.023068,-0.890265,0.37741598
0.2061,0.1257,0.2091,-0.023301,-0.889731,0.377595
0.1379,0.1828,0.17469999,-0.023325,-0.889587,0.377533
0.012999999,0.2573,0.24249999,-0.023445,-0.889561,0.377272
-0.072799996,0.2437,0.2512,-0.023306,-0.88953,0.377099
-0.107599996,0.18339999,0.2096,-0.023021,-0.88947,0.377119
-0.1494,0.2024,0.2182,-0.022648,-0.889445,0.377201
-0.19669999,0.192,0.1907,-0.022347,-0.889509,0.377233
-0.1928,0.114099994,0.1245,-0.022076,-0.889585,0.377316
-0.1918,0.13409999,0.095199995,-0.021551,-0.889603,0.377494
-0.2201,0.17449999,0.134,-0.021219,-0.889598,0.37766
-0.2219,0.1776,0.156,-0.021854,-0.889651,0.377641
-0.1612,0.1692,0.1558,-0.022263,-0.88967997,0.37764
-0.037299998,0.2189,0.2086,-0.022804,-0.88973,0.377454
0.0023999999,0.189,0.2096,-0.023444,-0.889741,0.377232
0.0492,0.1697,0.2076,-0.023928,-0.88967097,0.377131
0.034199998,0.20809999,0.2733,-0.0243,-0.889575,0.377006
0.0094,0.2464,0.3391,-0.024813,-0.889481,0.376829
0.0046,0.2373,0.3348,-0.02532,-0.889343,0.376763
0.0313,0.1604,0.22309999,-0.025784,-0.889219,0.376757
0.0418,0.1028,0.16319999,-0.026291,-0.889174,0.376697
-4.9999997E-4,0.112399995,0.1709,-0.026376,-0.889112,0.376681
-0.0929,0.1715,0.23609999,-0.026561,-0.889007,0.376676
-0.064399995,0.181,0.21609999,-0.026816,-0.888989,0.376588
-0.0166,0.15169999,0.2052,-0.027154,-0.888948,0.376505
-0.0659,0.1704,0.1768,-0.02751,-0.888964,0.376335
-0.085999995,0.15959999,0.1873,-0.027782,-0.888978,0.376189
-0.0758,0.19739999,0.21869999,-0.028183,-0.889022,0.375967
-0.086799994,0.1962,0.24859999,-0.028396,-0.889027,0.375832
-0.0797,0.1859,0.2373,-0.02844,-0.888984,0.375803
-0.0598,0.2058,0.23719999,-0.028848,-0.888968,0.3757
-0.0605,0.2253,0.227,-0.029149,-0.888946,0.375612
-0.034399997,0.1669,0.1945,-0.029177,-0.888859,0.375657
-0.0755,0.17819999,0.2111,-0.029315,-0.888765,0.375733
-0.1056,0.22809999,0.22899999,-0.029437,-0.888714,0.375768
-0.065299995,0.19,0.20899999,-0.029756,-0.88869,0.375746
-0.0061,0.1621,0.17799999,-0.030093,-0.888635,0.375753
-0.0154,0.163,0.1577,-0.030554,-0.888598,0.37568
-0.0359,0.1731,0.1959,-0.030958,-0.888557,0.375585
-0.0491,0.17289999,0.21329999,-0.031025,-0.888489,0.375573
-0.0708,0.2118,0.2218,-0.03122,-0.888447,0.375507
-0.094,0.2111,0.2199,-0.031245999,-0.888391,0.375477
-0.115399994,0.1819,0.1889,-0.031287,-0.888344,0.375489
-0.0984,0.1542,0.1751,-0.031193,-0.888232,0.375657
-0.101399995,0.1551,0.19129999,-0.031077,-0.888139,0.375779
-0.112799995,0.14639999,0.18879999,-0.031087,-0.888066,0.375866
-0.1143,0.1762,0.16749999,-0.03104,-0.888021,0.375918
-0.077,0.1567,0.166,-0.03099,-0.887978,0.375955
-0.059299998,0.1664,0.1744,-0.031009,-0.887938,0.375954
-0.0519,0.1759,0.1827,-0.031026,-0.887893,0.375946
-0.054399997,0.1853,0.1813,-0.031038,-0.887854,0.37592798
-0.0668,0.19489999,0.20889999,-0.031053,-0.887801,0.375933
-0.059699997,0.18519999,0.2165,-0.03107,-0.887735,0.375955
-0.0718,0.1853,0.2048,-0.031082,-0.887682,0.375975
-0.083799995,0.2049,0.213,-0.031088,-0.887635,0.375986
-0.0568,0.1758,0.22049999,-0.031099,-0.887569,0.376024
